0.486038,0.723071,9.862018
0.61054,0.581809,10.000886
0.588992,0.725465,9.895537
0.596174,0.703917,9.929058
0.782928,0.36393,9.581888
0.38069,0.634483,9.613013
0.514769,0.699128,9.715967
0.533923,0.6273,10.199611
0.445335,0.682368,10.099051
0.399844,0.730254,10.30017
0.7111,0.665608,10.017646
0.603357,0.459701,9.744699
0.462095,0.469278,9.62259
0.512375,0.869122,9.72315
0.59378,0.416604,9.761458
0.588992,0.596174,9.632168
0.684763,0.615329,9.842864
0.598569,0.715888,10.079897
0.751802,0.584203,9.859624
0.675186,0.632089,9.713573
0.778139,0.981653,9.62259
0.67758,0.84039,9.58907
0.787716,0.696734,9.569917
0.749408,0.565049,9.294575
0.514769,0.763774,9.617802
0.557866,0.361535,9.435837
0.675186,0.265765,9.735122
0.493221,0.557866,9.917087
0.763774,1.106155,10.125388
0.486038,0.545895,9.830893
0.622511,0.7111,9.629773
0.7111,0.538712,9.598648
0.612934,0.512375,9.471751
0.830813,0.181965,9.344854
0.658426,0.663214,9.677659
0.773351,0.94095,10.017646
0.447729,0.881093,10.017646
0.735042,0.651243,9.804555
0.423787,0.375901,9.73991
0.632089,0.766168,9.347249
0.457306,0.361535,9.270632
0.5435,0.636877,9.45978
0.603357,0.478855,9.653716
0.323227,0.92419,9.830893
0.608146,0.483644,9.797373
0.5435,0.802082,10.122993
0.574626,0.656031,10.07032
0.071828,0.392661,9.478934
0.241822,0.418998,9.488511
-0.158022,0.529135,9.677659
0.174782,0.797293,10.168485
0.093377,0.778139,10.077502
0.205908,0.933767,10.213976
0.095771,0.600963,10.101445
0.158022,0.629694,10.190034
0.244216,0.512375,9.957788
-0.112531,0.6273,9.785401
0.009577,0.883487,9.737515
0.028731,0.493221,9.682447
0.131685,0.770957,10.077502
0.01676,0.39745,10.259467
-0.26337,0.691945,10.462981
0.105348,0.632089,10.094262
0.028731,0.713494,9.840469
0.01676,0.66082,9.881172
0.110137,0.569837,9.881172
0.158022,0.517163,10.017646
-0.102954,0.433364,10.05356
0.160416,0.584203,10.175668
0.031126,0.61054,10.158908
0.318439,0.766168,9.972155
0.409421,0.962498,9.811738
0.646454,0.897853,9.835681
0.24661,0.359141,10.043983
0.332804,-0.134079,9.976943
0.335198,0.452518,9.77343
0.553077,0.445335,9.550762
0.634483,0.967287,9.450203
0.320833,1.077424,10.108628
0.069434,0.64406,9.888355
0.478855,-0.064645,9.960183
0.047885,0.390267,10.247497
0.356747,0.799688,10.422278
0.24661,0.845179,9.423865
0.39745,0.933767,8.61939
0.541106,0.902642,9.150918
0.751802,0.301679,9.720756
0.5435,0.011971,9.926663
0.354353,0.28013,9.620196
0.656031,1.197137,9.893144
0.624906,0.969681,9.771035
0.371113,0.811659,9.510059
0.763774,0.411815,9.395134
0.462095,0.572232,9.445415
0.64406,0.524346,9.620196
0.505192,0.768562,9.79019
0.373507,0.928979,10.063137
0.354353,0.588992,9.771035
0.38069,0.359141,9.531608
-0.076617,0.548289,9.787795
0.864333,0.569837,9.804555
0.428575,0.665608,9.73991
0.567443,0.5435,9.680053
0.687157,0.335198,9.768641
0.490826,0.395055,9.648928
0.29689,0.445335,9.502876
0.486038,1.022355,9.364009
0.5435,1.000807,9.648928
0.440547,0.689551,9.80695
0.538712,0.605752,10.185245
0.38069,0.311256,10.458193
0.450124,0.519558,9.957788
0.538712,0.134079,9.284998
0.29689,0.596174,9.174861
0.723071,0.548289,9.301758
0.339987,1.051087,9.320911
0.672791,0.706311,9.684841
0.435758,0.119714,10.319324
0.459701,0.119714,10.73114
0.34717,0.34717,10.271439
0.440547,1.367131,9.495694
0.651243,1.438959,8.964165
0.301679,0.902642,9.311335
0.471672,0.138868,9.931452
0.668003,-0.021548,10.779025
0.253793,0.586597,10.707197
0.407027,1.029538,10.30017
0.553077,0.928979,9.725544
0.629694,0.972076,9.682447
0.553077,0.545895,9.763853
0.433364,0.751802,9.998491
0.696734,0.442941,9.98652
0.64406,0.725465,9.907509
0.6273,0.919402,9.866806
0.521952,0.7111,10.13736
0.529135,0.483644,10.012857
0.713494,0.272947,10.175668
0.612934,0.521952,10.134965
0.668003,0.852362,9.871595
0.632089,0.955316,9.96976
0.519558,0.684763,9.811738
0.490826,0.383084,10.082292
0.603357,0.605752,10.111023
0.608146,0.871516,10.111023
0.52674,0.99123,9.775824
0.392661,0.905036,9.972155
0.260976,0.5435,10.178062
0.158022,0.076617,10.386364
0.450124,0.292102,9.70639
0.586597,1.000807,9.220352
0.833208,1.079818,9.543579
0.545895,0.5435,10.012857
0.325621,0.52674,10.067925
0.253793,0.292102,10.00328
0.277736,0.531529,9.955395
0.371113,0.514769,9.644139
0.66082,0.6273,9.63935
0.550683,0.787716,9.526819
0.332804,1.034327,9.816526
0.201119,0.426181,9.818921
